312115474,Betsi Cadwaladr University Health Board,Improvement Notice,14/12/2021,Gwynedd UA,HOSPITAL ACTIVITIES,,,2022-05-05 10:43:20.320126+00:00
312138428,Roryplan Limited,Improvement Notice,14/12/2021,Flintshire UA,MF FASTENERS/SCREW M/C PROD,,,2022-05-05 10:43:20.320126+00:00
312138455,Roryplan Limited,Improvement Notice,14/12/2021,Flintshire UA,MF FASTENERS/SCREW M/C PROD,,,2022-05-05 10:43:20.320126+00:00
312138459,Roryplan Limited,Improvement Notice,14/12/2021,Flintshire UA,MF FASTENERS/SCREW M/C PROD,,,2022-05-05 10:43:20.320126+00:00
312138472,Roryplan Limited,Improvement Notice,14/12/2021,Flintshire UA,MF FASTENERS/SCREW M/C PROD,,,2022-05-05 10:43:20.320126+00:00
312138479,Roryplan Limited,Improvement Notice,14/12/2021,Flintshire UA,MF FASTENERS/SCREW M/C PROD,,,2022-05-05 10:43:20.320126+00:00
312200808,Design and Manufacture Limited,Improvement Notice,14/12/2021,Merthyr Tydfil UA,MF FABRICATED METAL PROD NEC,,,2022-05-05 10:43:20.320126+00:00
312354769,Betsi Cadwaladr University Health Board,Improvement Notice,14/12/2021,Gwynedd UA,HOSPITAL ACTIVITIES,,,2022-05-05 10:43:20.320126+00:00
312102519,R & M Williams Limited,Improvement Notice,09/12/2021,Cardiff UA,CONSTRUCTION OF BUILDINGS,,,2022-05-05 10:43:20.882024+00:00
312093684,H T Davies & Partners,Improvement Notice,07/12/2021,Newport UA,MIXED FARMING,,,2022-05-05 10:43:20.882024+00:00
312093750,H T Davies & Partners,Improvement Notice,07/12/2021,Newport UA,MIXED FARMING,,,2022-05-05 10:43:20.882024+00:00
312097327,BOSS BREWING COMPANY LTD,Improvement Notice,06/12/2021,Swansea UA,MANUFACTURE OF BEER,,,2022-05-05 10:43:20.882024+00:00
312097415,BOSS BREWING COMPANY LTD,Improvement Notice,06/12/2021,Swansea UA,MANUFACTURE OF BEER,,,2022-05-05 10:43:20.882024+00:00
312081376,Oakwood Leisure Limited,Improvement Notice,02/12/2021,Pembrokeshire UA,AMUSEMENT PARKS/THEME PARKS,,,2022-05-05 10:43:20.882024+00:00
312081737,Jonathan Studley Phillips,Improvement Notice,02/12/2021,Cardiff UA,MIXED FARMING,,,2022-05-05 10:43:20.882024+00:00
312082068,Lynda Evans,Improvement Notice,02/12/2021,Cardiff UA,MIXED FARMING,,,2022-05-05 10:43:20.882024+00:00
312082116,Alex Hywell Evans,Improvement Notice,02/12/2021,Cardiff UA,MIXED FARMING,,,2022-05-05 10:43:20.882024+00:00
312085937,Kate Jones,Improvement Notice,02/12/2021,Caerphilly UA,MIXED FARMING,,,2022-05-05 10:43:20.882024+00:00
312086190,Robert John,Improvement Notice,02/12/2021,Cardiff UA,MIXED FARMING,,,2022-05-05 10:43:21.411956+00:00
312112196,John Mark Williams,Prohibition Notice Immediate,02/12/2021,Swansea UA,MIXED FARMING,,,2022-05-05 10:43:21.411956+00:00
312112271,Margaret Williams,Prohibition Notice Immediate,02/12/2021,Swansea UA,MIXED FARMING,,,2022-05-05 10:43:21.411956+00:00
312192527,James Bassett,Improvement Notice,02/12/2021,Cardiff UA,MIXED FARMING,,,2022-05-05 10:43:21.411956+00:00
312192613,Jocelyn Bassett,Improvement Notice,02/12/2021,Cardiff UA,MIXED FARMING,,,2022-05-05 10:43:21.411956+00:00
312418076,Robert John,Improvement Notice,02/12/2021,Cardiff UA,MIXED FARMING,,,2022-05-05 10:43:21.411956+00:00
312180527,V Thomas & Partners,Prohibition Notice Immediate,01/12/2021,Swansea UA,RAISING OF DAIRY CATTLE,,,2022-05-05 10:43:21.411956+00:00
312182466,V Thomas & Partners,Prohibition Notice Immediate,01/12/2021,Swansea UA,RAISING OF DAIRY CATTLE,,,2022-05-05 10:43:21.411956+00:00
312188776,V Thomas & Partners,Prohibition Notice Immediate,01/12/2021,Swansea UA,RAISING OF DAIRY CATTLE,,,2022-05-05 10:43:21.411956+00:00
312071878,David W Cometson,Improvement Notice,30/11/2021,Caerphilly UA,MIXED FARMING,,,2022-05-05 10:43:21.411956+00:00
312071919,David W Cometson,Improvement Notice,30/11/2021,Caerphilly UA,MIXED FARMING,,,2022-05-05 10:43:21.931502+00:00
312064015,Reflexallen UK Ltd,Improvement Notice,25/11/2021,Denbighshire UA,CONSTRUCTION DOMESTIC BLDGS,,,2022-05-05 10:43:21.931502+00:00
312071248,S L Recycling Limited,Improvement Notice,25/11/2021,Caerphilly UA,RECOVERY OF SORTED MATERIALS,,,2022-05-05 10:43:21.931502+00:00
312087920,AD & A PROSSER,Improvement Notice,25/11/2021,Newport UA,MIXED FARMING,,,2022-05-05 10:43:21.931502+00:00
312091745,Jeffrey Phillip David,Improvement Notice,25/11/2021,Newport UA,MIXED FARMING,,,2022-05-05 10:43:21.931502+00:00
312091855,Jeffrey Phillip David,Improvement Notice,25/11/2021,Newport UA,MIXED FARMING,,,2022-05-05 10:43:21.931502+00:00
312073978,Robert Wyndham Lewis,Improvement Notice,24/11/2021,Cardiff UA,MIXED FARMING,,,2022-05-05 10:43:21.931502+00:00
312074061,Mandy Hawkins,Improvement Notice,24/11/2021,Cardiff UA,MIXED FARMING,,,2022-05-05 10:43:21.931502+00:00
312202123,Cross Engineering (Swansea) Limited,Improvement Notice,24/11/2021,Swansea UA,MF OF OTHER MACHINE TOOLS,,,2022-05-05 10:43:21.931502+00:00
312202470,Cross Engineering (Swansea) Limited,Improvement Notice,24/11/2021,Swansea UA,MF OF OTHER MACHINE TOOLS,,,2022-05-05 10:43:21.931502+00:00
312116406,Durisol UK Limited,Improvement Notice,23/11/2021,Caerphilly UA,CONCRETE CONSTRUCTION PRODUCTS,,,2022-05-05 10:43:22.461780+00:00
312337497,Salty Dog Co Limited,Prohibition Notice Immediate,18/11/2021,Neath & Port Talbot UA,SPORTS/RECREATION EDUCATION,,,2022-05-05 10:43:22.461780+00:00
312138601,Thermal Engineering (Wales) Ltd,Improvement Notice,16/11/2021,Swansea UA,MF METAL (PARTIAL) STRUCTURES,,,2022-05-05 10:43:22.461780+00:00
312138637,Thermal Engineering (Wales) Ltd,Improvement Notice,16/11/2021,Swansea UA,MF METAL (PARTIAL) STRUCTURES,,,2022-05-05 10:43:22.461780+00:00
312032230,Coleg Gwent,Improvement Notice,11/11/2021,Monmouthshire UA,TECHNICAL/VOCATIONAL 2NDARY ED,,,2022-05-05 10:43:22.461780+00:00
312032334,Coleg Gwent,Improvement Notice,11/11/2021,Monmouthshire UA,TECHNICAL/VOCATIONAL 2NDARY ED,,,2022-05-05 10:43:22.461780+00:00
311992405,Merge Services Limited,Improvement Notice,29/10/2021,Carmarthenshire UA,BUILDERS CARPENTRY/JOINERY NEC,,,2022-05-05 10:43:22.461780+00:00
311995134,Bridgeport 360 Limited,Prohibition Notice Immediate,29/10/2021,Caerphilly UA,DEVELOPMENT BUILDING PROJECTS,,,2022-05-05 10:43:22.461780+00:00
311975079,Matthew Royle,Prohibition Notice Immediate,22/10/2021,Bridgend UA,INSTALL PLUMB/HEAT/AIR-CON,,,2022-05-05 10:43:22.461780+00:00
311981763,Atlas Copco IAS UK Limited,Improvement Notice,22/10/2021,Flintshire UA,MF OF OTHER MACHINE TOOLS,,,2022-05-05 10:43:22.461780+00:00
311981776,Atlas Copco IAS UK Limited,Improvement Notice,22/10/2021,Flintshire UA,MF OF OTHER MACHINE TOOLS,,,2022-05-05 10:43:22.991824+00:00
311981800,Atlas Copco IAS UK Limited,Improvement Notice,22/10/2021,Flintshire UA,MF OF OTHER MACHINE TOOLS,,,2022-05-05 10:43:22.991824+00:00
311976580,Performance Masterbatches Ltd,Improvement Notice,20/10/2021,Blaenau Gwent UA,MF OF DYES AND PIGMENTS,,,2022-05-05 10:43:22.991824+00:00
311981958,Chester Chain Co Ltd,Improvement Notice,20/10/2021,Flintshire UA,MF LIFTING/HANDLING EQUIPMENT,,,2022-05-05 10:43:22.991824+00:00
311982522,Chester Chain Co Ltd,Improvement Notice,20/10/2021,Flintshire UA,MF LIFTING/HANDLING EQUIPMENT,,,2022-05-05 10:43:22.991824+00:00
311982549,Chester Chain Co Ltd,Improvement Notice,20/10/2021,Flintshire UA,MF LIFTING/HANDLING EQUIPMENT,,,2022-05-05 10:43:22.991824+00:00
312096698,Mentrus Truss & Joist Ltd,Improvement Notice,15/10/2021,Carmarthenshire UA,CONSTRUCTION INSTALLATION NEC,,,2022-05-05 10:43:22.991824+00:00
312096757,Mentrus Truss & Joist Ltd,Improvement Notice,15/10/2021,Carmarthenshire UA,CONSTRUCTION INSTALLATION NEC,,,2022-05-05 10:43:22.991824+00:00
312096771,Mentrus Truss & Joist Ltd,Improvement Notice,15/10/2021,Carmarthenshire UA,CONSTRUCTION INSTALLATION NEC,,,2022-05-05 10:43:22.991824+00:00
311949330,A S T Plastic Containers UK LLP,Improvement Notice,13/10/2021,Wrexham UA,MF OF PLASTIC PACKING GOODS,,,2022-05-05 10:43:22.991824+00:00
311949363,A S T Plastic Containers UK LLP,Improvement Notice,13/10/2021,Wrexham UA,MF OF PLASTIC PACKING GOODS,,,2022-05-05 10:43:23.521950+00:00
311949395,A S T Plastic Containers UK LLP,Improvement Notice,13/10/2021,Wrexham UA,MF OF PLASTIC PACKING GOODS,,,2022-05-05 10:43:23.521950+00:00
311949524,A S T Plastic Containers UK LLP,Improvement Notice,13/10/2021,Wrexham UA,MF OF PLASTIC PACKING GOODS,,,2022-05-05 10:43:23.521950+00:00
311949602,A S T Plastic Containers UK LLP,Improvement Notice,13/10/2021,Wrexham UA,MF OF PLASTIC PACKING GOODS,,,2022-05-05 10:43:23.521950+00:00
311969440,Atlas Copco IAS UK Limited,Prohibition Notice Immediate,13/10/2021,Flintshire UA,MF OF OTHER MACHINE TOOLS,,,2022-05-05 10:43:23.521950+00:00
311972977,Universal Civils and Build Ltd,Improvement Notice,13/10/2021,Monmouthshire UA,SPECIALISED CONST NOT SCAFFOLD,,,2022-05-05 10:43:23.521950+00:00
311949908,Swansea West Roofing,Prohibition Notice Immediate,12/10/2021,Swansea UA,ROOFING ACTIVITIES,,,2022-05-05 10:43:23.521950+00:00
311982649,Woodbridge Construction Limited,Prohibition Notice Immediate,12/10/2021,Neath & Port Talbot UA,OTHER BUILDING COMPLETION,,,2022-05-05 10:43:23.521950+00:00
311982821,Woodbridge Construction Limited,Prohibition Notice Immediate,12/10/2021,Neath & Port Talbot UA,OTHER BUILDING COMPLETION,,,2022-05-05 10:43:23.521950+00:00
311982841,Woodbridge Construction Limited,Improvement Notice,12/10/2021,Neath & Port Talbot UA,OTHER BUILDING COMPLETION,,,2022-05-05 10:43:23.521950+00:00
311970526,Freed Homes Ltd,Improvement Notice,11/10/2021,Flintshire UA,DEVELOPMENT BUILDING PROJECTS,,,2022-05-05 10:43:24.041934+00:00
311943916,SDS Pipe Solutions Ltd,Prohibition Notice Immediate,08/10/2021,Newport UA,TREATMENT AND COATING METALS,,,2022-05-05 10:43:24.041934+00:00
311930570,Williams Rock & Scallop Limited,Improvement Notice,04/10/2021,Swansea UA,TAKE AWAY/MOBILE FOOD STANDS,,,2022-05-05 10:43:24.041934+00:00
311930609,Williams Rock & Scallop Limited,Prohibition Notice Immediate,04/10/2021,Swansea UA,TAKE AWAY/MOBILE FOOD STANDS,,,2022-05-05 10:43:24.041934+00:00
311944678,Customised Sheet Metal Limited,Improvement Notice,04/10/2021,Bridgend UA,MF OF OTHER MACHINE TOOLS,,,2022-05-05 10:43:24.041934+00:00
311944754,Customised Sheet Metal Limited,Improvement Notice,04/10/2021,Bridgend UA,MF OF OTHER MACHINE TOOLS,,,2022-05-05 10:43:24.041934+00:00
311944764,Customised Sheet Metal Limited,Improvement Notice,04/10/2021,Bridgend UA,MF OF OTHER MACHINE TOOLS,,,2022-05-05 10:43:24.041934+00:00
311944769,Customised Sheet Metal Limited,Improvement Notice,04/10/2021,Bridgend UA,MF OF OTHER MACHINE TOOLS,,,2022-05-05 10:43:24.041934+00:00
311919583,D M M Engineering Limited,Improvement Notice,01/10/2021,Gwynedd UA,MF FABRICATED METAL PROD NEC,,,2022-05-05 10:43:24.041934+00:00
311919625,D M M Engineering Limited,Improvement Notice,01/10/2021,Gwynedd UA,MF FABRICATED METAL PROD NEC,,,2022-05-05 10:43:24.041934+00:00
311919655,D M M Engineering Limited,Improvement Notice,01/10/2021,Gwynedd UA,MF FABRICATED METAL PROD NEC,,,2022-05-05 10:43:24.571975+00:00
311919673,D M M Engineering Limited,Improvement Notice,01/10/2021,Gwynedd UA,MF FABRICATED METAL PROD NEC,,,2022-05-05 10:43:24.571975+00:00
311919691,D M M Engineering Limited,Improvement Notice,01/10/2021,Gwynedd UA,MF FABRICATED METAL PROD NEC,,,2022-05-05 10:43:24.571975+00:00
311967898,Merge Services Limited,Improvement Notice,01/10/2021,Carmarthenshire UA,BUILDERS CARPENTRY/JOINERY NEC,,,2022-05-05 10:43:24.571975+00:00
311967992,Merge Services Limited,Improvement Notice,01/10/2021,Carmarthenshire UA,BUILDERS CARPENTRY/JOINERY NEC,,,2022-05-05 10:43:24.571975+00:00
311914123,A S T Plastic Containers UK LLP,Prohibition Notice Immediate,27/09/2021,Wrexham UA,MF OF PLASTIC PACKING GOODS,,,2022-05-05 10:43:24.571975+00:00
311914283,A S T Plastic Containers UK LLP,Prohibition Notice Immediate,27/09/2021,Wrexham UA,MF OF PLASTIC PACKING GOODS,,,2022-05-05 10:43:24.571975+00:00
311914312,A S T Plastic Containers UK LLP,Prohibition Notice Immediate,27/09/2021,Wrexham UA,MF OF PLASTIC PACKING GOODS,,,2022-05-05 10:43:24.571975+00:00
311914345,A S T Plastic Containers UK LLP,Prohibition Notice Immediate,27/09/2021,Wrexham UA,MF OF PLASTIC PACKING GOODS,,,2022-05-05 10:43:24.571975+00:00
311914422,A S T Plastic Containers UK LLP,Prohibition Notice Immediate,27/09/2021,Wrexham UA,MF OF PLASTIC PACKING GOODS,,,2022-05-05 10:43:24.571975+00:00
311914448,A S T Plastic Containers UK LLP,Prohibition Notice Immediate,27/09/2021,Wrexham UA,MF OF PLASTIC PACKING GOODS,,,2022-05-05 10:43:25.101681+00:00
311914465,A S T Plastic Containers UK LLP,Prohibition Notice Immediate,27/09/2021,Wrexham UA,MF OF PLASTIC PACKING GOODS,,,2022-05-05 10:43:25.101681+00:00
311914488,A S T Plastic Containers UK LLP,Prohibition Notice Immediate,27/09/2021,Wrexham UA,MF OF PLASTIC PACKING GOODS,,,2022-05-05 10:43:25.101681+00:00
311914506,A S T Plastic Containers UK LLP,Prohibition Notice Immediate,27/09/2021,Wrexham UA,MF OF PLASTIC PACKING GOODS,,,2022-05-05 10:43:25.101681+00:00
311898196,Brunswick Ironworks Ltd,Improvement Notice,22/09/2021,Gwynedd UA,MF METAL (PARTIAL) STRUCTURES,,,2022-05-05 10:43:25.101681+00:00
311895262,Castle Waste Services Limited t/a Castle Environme,Improvement Notice,21/09/2021,Cardiff UA,MF CHEMICAL PRODUCTS NEC,,,2022-05-05 10:43:25.101681+00:00
311882379,International Safety Components Ltd,Improvement Notice,15/09/2021,Gwynedd UA,MF FABRICATED METAL PROD NEC,,,2022-05-05 10:43:25.101681+00:00
311882480,International Safety Components Ltd,Improvement Notice,15/09/2021,Gwynedd UA,MF FABRICATED METAL PROD NEC,,,2022-05-05 10:43:25.101681+00:00
311882498,International Safety Components Ltd,Improvement Notice,15/09/2021,Gwynedd UA,MF FABRICATED METAL PROD NEC,,,2022-05-05 10:43:25.101681+00:00
311882518,International Safety Components Ltd,Improvement Notice,15/09/2021,Gwynedd UA,MF FABRICATED METAL PROD NEC,,,2022-05-05 10:43:25.101681+00:00
311890321,Cambrian Solvents Ltd,Improvement Notice,14/09/2021,Powys UA,MF CHEMICAL PRODUCTS NEC,,,2022-05-05 10:43:25.661879+00:00
311935767,Red Dragon Developments Limited,Prohibition Notice Immediate,07/09/2021,Pembrokeshire UA,CIVIL ENGINEERING PROJECT NEC.,,,2022-05-05 10:43:25.661879+00:00
311835588,Cardiff Engineering Company Ltd,Improvement Notice,25/08/2021,Cardiff UA,MACHINING,,,2022-05-05 10:43:25.661879+00:00
311835668,Cardiff Engineering Company Ltd,Improvement Notice,25/08/2021,Cardiff UA,MACHINING,,,2022-05-05 10:43:25.661879+00:00
311835689,Cardiff Engineering Company Ltd,FEPA Improvement Notice,25/08/2021,Cardiff UA,MACHINING,,,2022-05-05 10:43:25.661879+00:00
311835698,Cardiff Engineering Company Ltd,Improvement Notice,25/08/2021,Cardiff UA,MACHINING,,,2022-05-05 10:43:25.661879+00:00
311835752,Cardiff Engineering Company Ltd,Improvement Notice,25/08/2021,Cardiff UA,MACHINING,,,2022-05-05 10:43:25.661879+00:00
311885420,Woodenbale 2000 Ltd,Prohibition Notice Immediate,24/08/2021,Pembrokeshire UA,DEVELOPMENT BUILDING PROJECTS,,,2022-05-05 10:43:25.661879+00:00
311828963,Bailey Industrial Engineering Limited,Improvement Notice,23/08/2021,Newport UA,BLD SHIPS/FLOATING STRUCTURES,,,2022-05-05 10:43:25.661879+00:00
311828974,Bailey Industrial Engineering Limited,Improvement Notice,23/08/2021,Newport UA,BLD SHIPS/FLOATING STRUCTURES,,,2022-05-05 10:43:25.661879+00:00
311817065,Gareth Pugh,Improvement Notice,18/08/2021,Powys UA,MF FABRICATED METAL PROD NEC,,,2022-05-05 10:43:26.231642+00:00
311817119,Gareth Pugh,Improvement Notice,18/08/2021,Powys UA,MF FABRICATED METAL PROD NEC,,,2022-05-05 10:43:26.231642+00:00
311813138,Rees Machinery Group Limited,Improvement Notice,16/08/2021,Powys UA,MACHINING,,,2022-05-05 10:43:26.231642+00:00
311813179,Rees Machinery Group Limited,Improvement Notice,16/08/2021,Powys UA,MACHINING,,,2022-05-05 10:43:26.231642+00:00
311813194,Rees Machinery Group Limited,Improvement Notice,16/08/2021,Powys UA,MACHINING,,,2022-05-05 10:43:26.231642+00:00
311820694,Iwan Rees Jenkins,Improvement Notice,16/08/2021,Carmarthenshire UA,RAISING OF DAIRY CATTLE,,,2022-05-05 10:43:26.231642+00:00
311820757,Meinir May Jenkins,Improvement Notice,16/08/2021,Carmarthenshire UA,RAISING OF DAIRY CATTLE,,,2022-05-05 10:43:26.231642+00:00
311820871,Gwion Iwan Jenkins,Improvement Notice,16/08/2021,Carmarthenshire UA,RAISING OF DAIRY CATTLE,,,2022-05-05 10:43:26.231642+00:00
311849822,Quartzize Worktops Ltd,Improvement Notice,13/08/2021,Neath & Port Talbot UA,MF OF KITCHEN FURNITURE,,,2022-05-05 10:43:26.231642+00:00
311849850,Quartzize Worktops Ltd,Improvement Notice,13/08/2021,Neath & Port Talbot UA,MF OF KITCHEN FURNITURE,,,2022-05-05 10:43:26.231642+00:00
